Start Time,Duration,Title,Bookmark,Country,show_name,season,episode_name,year,month,weekday,day,hour_day,date,month_name,weekday_name,minutes,hours
2019-07-06 00:34:00-06:00,0 days 00:11:05,Yummy Mummies: Season 2: Episode 5,0:26:37,CA (Canada),Yummy Mummies, Season 2, Episode 5,2019,7,5,6,0,2019-07-06,July,Saturday,11.083333333333334,0.18472222222222223
2019-07-05 23:43:00-06:00,0 days 00:15:16,Yummy Mummies: Season 2: Episode 5,0:15:32,CA (Canada),Yummy Mummies, Season 2, Episode 5,2019,7,4,5,23,2019-07-05,July,Friday,15.266666666666667,0.2544444444444444
2019-07-05 23:30:00-06:00,0 days 00:11:27,Yummy Mummies: Season 2: Episode 4,0:22:33,CA (Canada),Yummy Mummies, Season 2, Episode 4,2019,7,4,5,23,2019-07-05,July,Friday,11.45,0.19083333333333333
2019-07-05 00:32:00-06:00,0 days 00:11:30,Yummy Mummies: Season 2: Episode 4,0:11:46,CA (Canada),Yummy Mummies, Season 2, Episode 4,2019,7,4,5,0,2019-07-05,July,Friday,11.5,0.19166666666666668
2019-07-05 00:01:00-06:00,0 days 00:21:44,Yummy Mummies: Season 2: Episode 3,0:21:40,CA (Canada),Yummy Mummies, Season 2, Episode 3,2019,7,4,5,0,2019-07-05,July,Friday,21.733333333333334,0.3622222222222222
2019-07-04 23:36:00-06:00,0 days 00:23:45,Yummy Mummies: Season 2: Episode 2,0:24:01,CA (Canada),Yummy Mummies, Season 2, Episode 2,2019,7,3,4,23,2019-07-04,July,Thursday,23.75,0.3958333333333333
2019-07-04 23:12:00-06:00,0 days 00:23:51,Yummy Mummies: Season 2: Episode 1,0:23:50,CA (Canada),Yummy Mummies, Season 2, Episode 1,2019,7,3,4,23,2019-07-04,July,Thursday,23.85,0.3975
2019-07-04 23:06:00-06:00,0 days 00:05:04,Yummy Mummies: Season 1: Episode 10,0:41:01,CA (Canada),Yummy Mummies, Season 1, Episode 10,2019,7,3,4,23,2019-07-04,July,Thursday,5.066666666666666,0.08444444444444445
2019-07-03 23:39:00-06:00,0 days 00:49:15,Instant Hotel: Season 2: Episode 6,0:46:54,CA (Canada),Instant Hotel, Season 2, Episode 6,2019,7,2,3,23,2019-07-03,July,Wednesday,49.25,0.8208333333333333
2019-07-03 22:44:00-06:00,0 days 00:55:45,Instant Hotel: Season 2: Episode 5,0:55:56,CA (Canada),Instant Hotel, Season 2, Episode 5,2019,7,2,3,22,2019-07-03,July,Wednesday,55.75,0.9291666666666667
2019-07-03 01:06:00-06:00,0 days 00:46:43,Instant Hotel: Season 2: Episode 4,0:46:28,CA (Canada),Instant Hotel, Season 2, Episode 4,2019,7,2,3,1,2019-07-03,July,Wednesday,46.71666666666667,0.7786111111111111
2019-07-03 00:40:00-06:00,0 days 00:21:52,Instant Hotel: Season 2: Episode 3,0:47:20,CA (Canada),Instant Hotel, Season 2, Episode 3,2019,7,2,3,0,2019-07-03,July,Wednesday,21.866666666666667,0.36444444444444446
2019-07-01 15:33:00-06:00,0 days 00:23:43,Instant Hotel: Season 2: Episode 3,0:25:28,CA (Canada),Instant Hotel, Season 2, Episode 3,2019,7,0,1,15,2019-07-01,July,Monday,23.716666666666665,0.3952777777777778
2019-07-01 02:02:00-06:00,0 days 00:02:02,Instant Hotel: Season 2: Episode 3,0:16:45,CA (Canada),Instant Hotel, Season 2, Episode 3,2019,7,0,1,2,2019-07-01,July,Monday,2.033333333333333,0.03388888888888889
2019-07-01 01:08:00-06:00,0 days 00:46:47,Instant Hotel: Season 2: Episode 2,0:47:23,CA (Canada),Instant Hotel, Season 2, Episode 2,2019,7,0,1,1,2019-07-01,July,Monday,46.78333333333333,0.7797222222222222
2019-06-30 23:49:00-06:00,0 days 00:40:52,Instant Hotel: Season 2: Episode 1,0:54:08,CA (Canada),Instant Hotel, Season 2, Episode 1,2019,6,6,30,23,2019-06-30,June,Sunday,40.86666666666667,0.6811111111111111
2019-06-30 00:10:00-06:00,0 days 00:16:48,Life in Pieces: Season 3: Sixteen Spanish Car Leak (Episode 22),0:21:02,CA (Canada),Life in Pieces, Season 3, Sixteen Spanish Car Leak (Episode 22),2019,6,6,30,0,2019-06-30,June,Sunday,16.8,0.28
2019-06-29 23:52:00-06:00,0 days 00:17:39,Life in Pieces: Season 3: Video Piercing Model Hangover (Episode 21),0:21:01,CA (Canada),Life in Pieces, Season 3, Video Piercing Model Hangover (Episode 21),2019,6,5,29,23,2019-06-29,June,Saturday,17.65,0.2941666666666667
2019-06-29 00:46:00-06:00,0 days 00:20:26,Life in Pieces: Season 3: Lingerie Cookbook Gamble Surrogate (Episode 20),0:20:31,CA (Canada),Life in Pieces, Season 3, Lingerie Cookbook Gamble Surrogate (Episode 20),2019,6,5,29,0,2019-06-29,June,Saturday,20.433333333333334,0.34055555555555556
2019-06-28 23:59:00-06:00,0 days 00:22:00,Life in Pieces: Season 3: #TBT: House Destiny Introduction Retirement (Episode 19),0:20:55,CA (Canada),Life in Pieces, Season 3, #TBT: House Destiny Introduction Retirement (Episode 19),2019,6,4,28,23,2019-06-28,June,Friday,22.0,0.36666666666666664
2019-06-27 23:32:00-06:00,0 days 00:17:20,Life in Pieces: Season 3: Renter Portrait Plagiarism Scam (Episode 18),0:20:26,CA (Canada),Life in Pieces, Season 3, Renter Portrait Plagiarism Scam (Episode 18),2019,6,3,27,23,2019-06-27,June,Thursday,17.333333333333332,0.28888888888888886
2019-06-27 23:20:00-06:00,0 days 00:06:06,Life in Pieces: Season 3: Sitter Dating Sister Mattress (Episode 17),0:16:31,CA (Canada),Life in Pieces, Season 3, Sitter Dating Sister Mattress (Episode 17),2019,6,3,27,23,2019-06-27,June,Thursday,6.1,0.10166666666666667
2019-06-27 14:47:00-06:00,0 days 00:11:01,Life in Pieces: Season 3: Sitter Dating Sister Mattress (Episode 17),0:11:06,CA (Canada),Life in Pieces, Season 3, Sitter Dating Sister Mattress (Episode 17),2019,6,3,27,14,2019-06-27,June,Thursday,11.016666666666667,0.1836111111111111
2019-06-27 14:29:00-06:00,0 days 00:18:23,Life in Pieces: Season 3: Pageant Bike Animals Jerky (Episode 16),0:21:01,CA (Canada),Life in Pieces, Season 3, Pageant Bike Animals Jerky (Episode 16),2019,6,3,27,14,2019-06-27,June,Thursday,18.383333333333333,0.3063888888888889
2019-06-27 14:27:00-06:00,0 days 00:01:23,Life in Pieces: Season 3: Graffiti Cute Jewelry Shots (Episode 15),0:21:02,CA (Canada),Life in Pieces, Season 3, Graffiti Cute Jewelry Shots (Episode 15),2019,6,3,27,14,2019-06-27,June,Thursday,1.3833333333333333,0.023055555555555555
2019-06-27 01:08:00-06:00,0 days 00:14:08,Life in Pieces: Season 3: Graffiti Cute Jewelry Shots (Episode 15),0:19:39,CA (Canada),Life in Pieces, Season 3, Graffiti Cute Jewelry Shots (Episode 15),2019,6,3,27,1,2019-06-27,June,Thursday,14.133333333333333,0.23555555555555555
2019-06-27 00:52:00-06:00,0 days 00:15:54,Life in Pieces: Season 3: Parents Ancestry Coupon Chaperone (Episode 14),0:20:47,CA (Canada),Life in Pieces, Season 3, Parents Ancestry Coupon Chaperone (Episode 14),2019,6,3,27,0,2019-06-27,June,Thursday,15.9,0.265
2019-06-27 00:06:00-06:00,0 days 00:04:13,Life in Pieces: Season 3: Parents Ancestry Coupon Chaperone (Episode 14),0:04:13,CA (Canada),Life in Pieces, Season 3, Parents Ancestry Coupon Chaperone (Episode 14),2019,6,3,27,0,2019-06-27,June,Thursday,4.216666666666667,0.07027777777777777
2019-06-25 21:06:00-06:00,0 days 00:05:34,The Evolution of Us: Season 1: How Did We Get Here? (Episode 1),0:46:00,CA (Canada),The Evolution of Us, Season 1, How Did We Get Here? (Episode 1),2019,6,1,25,21,2019-06-25,June,Tuesday,5.566666666666666,0.09277777777777778
2019-06-25 08:17:00-06:00,0 days 00:20:59,Life in Pieces: Season 3: Therapy Cheating Shoes Movie (Episode 13),0:21:04,CA (Canada),Life in Pieces, Season 3, Therapy Cheating Shoes Movie (Episode 13),2019,6,1,25,8,2019-06-25,June,Tuesday,20.983333333333334,0.3497222222222222
2019-06-24 22:58:00-06:00,0 days 00:20:13,Life in Pieces: Season 3: Toilet Shaving Stuck Fertility (Episode 12),0:20:18,CA (Canada),Life in Pieces, Season 3, Toilet Shaving Stuck Fertility (Episode 12),2019,6,0,24,22,2019-06-24,June,Monday,20.216666666666665,0.33694444444444444
2019-06-24 22:39:00-06:00,0 days 00:16:56,Life in Pieces: Season 3: Fog Friends Auction Goose (Episode 11),0:21:02,CA (Canada),Life in Pieces, Season 3, Fog Friends Auction Goose (Episode 11),2019,6,0,24,22,2019-06-24,June,Monday,16.933333333333334,0.2822222222222222
2019-06-24 22:11:00-06:00,0 days 00:21:24,Life in Pieces: Season 3: Emergency Colonoscopy Driving Lunch (Episode 10),0:20:24,CA (Canada),Life in Pieces, Season 3, Emergency Colonoscopy Driving Lunch (Episode 10),2019,6,0,24,22,2019-06-24,June,Monday,21.4,0.3566666666666667
2019-06-24 01:00:00-06:00,0 days 00:17:34,Life in Pieces: Season 3: Reading Egg Nurse Neighbor (Episode 9),0:20:50,CA (Canada),Life in Pieces, Season 3, Reading Egg Nurse Neighbor (Episode 9),2019,6,0,24,1,2019-06-24,June,Monday,17.566666666666666,0.2927777777777778
2019-06-24 00:21:00-06:00,0 days 00:18:56,Life in Pieces: Season 3: The Twelve Shorts of Christmas (Episode 8),0:20:33,CA (Canada),Life in Pieces, Season 3, The Twelve Shorts of Christmas (Episode 8),2019,6,0,24,0,2019-06-24,June,Monday,18.933333333333334,0.31555555555555553
2019-06-24 00:00:00-06:00,0 days 00:21:16,Life in Pieces: Season 3: Thirty-Five Teacher Escape Lottery (Episode 7),0:20:56,CA (Canada),Life in Pieces, Season 3, Thirty-Five Teacher Escape Lottery (Episode 7),2019,6,0,24,0,2019-06-24,June,Monday,21.266666666666666,0.35444444444444445
2019-06-23 19:57:00-06:00,0 days 00:11:04,The Evolution of Us: Season 1: Where Are We Going? (Episode 2),0:10:24,CA (Canada),The Evolution of Us, Season 1, Where Are We Going? (Episode 2),2019,6,6,23,19,2019-06-23,June,Sunday,11.066666666666666,0.18444444444444444
2019-06-23 19:23:00-06:00,0 days 00:26:37,The Evolution of Us: Season 1: How Did We Get Here? (Episode 1),0:48:02,CA (Canada),The Evolution of Us, Season 1, How Did We Get Here? (Episode 1),2019,6,6,23,19,2019-06-23,June,Sunday,26.616666666666667,0.4436111111111111
2019-06-23 01:20:00-06:00,0 days 00:20:40,Life in Pieces: Season 3: Waffle Permission Kidless Boyfriend (Episode 6),0:20:45,CA (Canada),Life in Pieces, Season 3, Waffle Permission Kidless Boyfriend (Episode 6),2019,6,6,23,1,2019-06-23,June,Sunday,20.666666666666668,0.34444444444444444
2019-06-23 00:56:00-06:00,0 days 00:20:59,Life in Pieces: Season 3: Meal Potty Cart Middle (Episode 5),0:20:59,CA (Canada),Life in Pieces, Season 3, Meal Potty Cart Middle (Episode 5),2019,6,6,23,0,2019-06-23,June,Sunday,20.983333333333334,0.3497222222222222
2019-06-23 00:39:00-06:00,0 days 00:16:49,Life in Pieces: Season 3: Testosterone Martyr Baked Knife (Episode 4),0:20:48,CA (Canada),Life in Pieces, Season 3, Testosterone Martyr Baked Knife (Episode 4),2019,6,6,23,0,2019-06-23,June,Sunday,16.816666666666666,0.2802777777777778
2019-06-23 00:03:00-06:00,0 days 00:20:55,Life in Pieces: Season 3: Treasure Ride Poker Hearing (Episode 3),0:20:45,CA (Canada),Life in Pieces, Season 3, Treasure Ride Poker Hearing (Episode 3),2019,6,6,23,0,2019-06-23,June,Sunday,20.916666666666668,0.3486111111111111
2019-06-21 23:52:00-06:00,0 days 00:20:41,Life in Pieces: Season 3: Bunny Single Nightmare Drinking (Episode 2),0:20:46,CA (Canada),Life in Pieces, Season 3, Bunny Single Nightmare Drinking (Episode 2),2019,6,4,21,23,2019-06-21,June,Friday,20.683333333333334,0.3447222222222222
2019-06-21 23:16:00-06:00,0 days 00:20:35,Life in Pieces: Season 3: Settlement Pacifier Attic Unsyncing (Episode 1),0:20:20,CA (Canada),Life in Pieces, Season 3, Settlement Pacifier Attic Unsyncing (Episode 1),2019,6,4,21,23,2019-06-21,June,Friday,20.583333333333332,0.34305555555555556
2019-06-21 22:59:00-06:00,0 days 00:16:43,Life in Pieces: Season 2: Episode 22,0:20:32,CA (Canada),Life in Pieces, Season 2, Episode 22,2019,6,4,21,22,2019-06-21,June,Friday,16.716666666666665,0.2786111111111111
2019-06-21 22:43:00-06:00,0 days 00:15:58,Life in Pieces: Season 2: Episode 21,0:19:18,CA (Canada),Life in Pieces, Season 2, Episode 21,2019,6,4,21,22,2019-06-21,June,Friday,15.966666666666667,0.26611111111111113
2019-06-20 15:57:00-06:00,0 days 00:22:04,The Evolution of Us: Season 1: How Did We Get Here? (Episode 1),0:22:04,CA (Canada),The Evolution of Us, Season 1, How Did We Get Here? (Episode 1),2019,6,3,20,15,2019-06-20,June,Thursday,22.066666666666666,0.36777777777777776
2019-06-20 01:08:00-06:00,0 days 00:16:52,Life in Pieces: Season 2: Episode 20,0:20:33,CA (Canada),Life in Pieces, Season 2, Episode 20,2019,6,3,20,1,2019-06-20,June,Thursday,16.866666666666667,0.2811111111111111
2019-06-20 00:45:00-06:00,0 days 00:10:16,Life in Pieces: Season 2: Episode 19,0:20:44,CA (Canada),Life in Pieces, Season 2, Episode 19,2019,6,3,20,0,2019-06-20,June,Thursday,10.266666666666667,0.1711111111111111
2019-06-18 01:33:00-06:00,0 days 00:10:38,Life in Pieces: Season 2: Episode 19,0:10:38,CA (Canada),Life in Pieces, Season 2, Episode 19,2019,6,1,18,1,2019-06-18,June,Tuesday,10.633333333333333,0.17722222222222223
2019-06-18 01:16:00-06:00,0 days 00:13:22,Life in Pieces: Season 2: Episode 18,0:20:04,CA (Canada),Life in Pieces, Season 2, Episode 18,2019,6,1,18,1,2019-06-18,June,Tuesday,13.366666666666667,0.22277777777777777
2019-06-17 00:54:00-06:00,0 days 00:02:28,Life in Pieces: Season 2: Episode 18,0:02:34,CA (Canada),Life in Pieces, Season 2, Episode 18,2019,6,0,17,0,2019-06-17,June,Monday,2.466666666666667,0.04111111111111111
2019-06-17 00:42:00-06:00,0 days 00:11:53,Life in Pieces: Season 2: Episode 17,0:20:33,CA (Canada),Life in Pieces, Season 2, Episode 17,2019,6,0,17,0,2019-06-17,June,Monday,11.883333333333333,0.19805555555555557
2019-06-17 00:26:00-06:00,0 days 00:15:36,Life in Pieces: Season 2: Episode 16,0:20:16,CA (Canada),Life in Pieces, Season 2, Episode 16,2019,6,0,17,0,2019-06-17,June,Monday,15.6,0.26
2019-06-17 00:09:00-06:00,0 days 00:16:56,Life in Pieces: Season 2: Episode 15,0:20:40,CA (Canada),Life in Pieces, Season 2, Episode 15,2019,6,0,17,0,2019-06-17,June,Monday,16.933333333333334,0.2822222222222222
2019-06-17 00:07:00-06:00,0 days 00:02:01,Life in Pieces: Season 2: Episode 14,0:20:51,CA (Canada),Life in Pieces, Season 2, Episode 14,2019,6,0,17,0,2019-06-17,June,Monday,2.0166666666666666,0.03361111111111111
2019-06-16 23:38:00-06:00,0 days 00:09:13,Life in Pieces: Season 2: Episode 14,0:18:50,CA (Canada),Life in Pieces, Season 2, Episode 14,2019,6,6,16,23,2019-06-16,June,Sunday,9.216666666666667,0.15361111111111111
2019-06-16 01:36:00-06:00,0 days 00:02:39,Life in Pieces: Season 2: Episode 14,0:02:39,CA (Canada),Life in Pieces, Season 2, Episode 14,2019,6,6,16,1,2019-06-16,June,Sunday,2.65,0.04416666666666667
2019-06-16 01:17:00-06:00,0 days 00:16:24,Life in Pieces: Season 2: Episode 13,0:17:29,CA (Canada),Life in Pieces, Season 2, Episode 13,2019,6,6,16,1,2019-06-16,June,Sunday,16.4,0.2733333333333333
2019-06-16 00:56:00-06:00,0 days 00:20:32,Life in Pieces: Season 2: Episode 12,0:20:37,CA (Canada),Life in Pieces, Season 2, Episode 12,2019,6,6,16,0,2019-06-16,June,Sunday,20.533333333333335,0.3422222222222222
2019-06-16 00:40:00-06:00,0 days 00:15:48,Life in Pieces: Season 2: Episode 11,0:20:50,CA (Canada),Life in Pieces, Season 2, Episode 11,2019,6,6,16,0,2019-06-16,June,Sunday,15.8,0.2633333333333333
2019-06-15 23:09:00-06:00,0 days 01:03:36,Monsieur Lazhar,1:31:15,CA (Canada),Monsieur Lazhar,,,2019,6,5,15,23,2019-06-15,June,Saturday,63.6,1.06
2019-06-15 19:26:00-06:00,0 days 00:27:39,Monsieur Lazhar,0:27:39,CA (Canada),Monsieur Lazhar,,,2019,6,5,15,19,2019-06-15,June,Saturday,27.65,0.4608333333333333
2019-06-14 21:51:00-06:00,0 days 00:10:44,The Chef Show: Season 1 - Volume 1: Gwyneth Paltrow / Bill Burr (Episode 1),0:24:20,CA (Canada),The Chef Show, Season 1 - Volume 1, Gwyneth Paltrow / Bill Burr (Episode 1),2019,6,4,14,21,2019-06-14,June,Friday,10.733333333333333,0.17888888888888888
2019-06-13 00:00:00-06:00,0 days 00:15:06,Life in Pieces: Season 2: Episode 10,0:20:48,CA (Canada),Life in Pieces, Season 2, Episode 10,2019,6,3,13,0,2019-06-13,June,Thursday,15.1,0.25166666666666665
2019-06-12 23:56:00-06:00,0 days 00:04:20,Life in Pieces: Season 2: Episode 9,0:08:23,CA (Canada),Life in Pieces, Season 2, Episode 9,2019,6,2,12,23,2019-06-12,June,Wednesday,4.333333333333333,0.07222222222222222
2019-06-12 23:44:00-06:00,0 days 00:11:49,Life in Pieces: Season 2: Episode 8,0:20:40,CA (Canada),Life in Pieces, Season 2, Episode 8,2019,6,2,12,23,2019-06-12,June,Wednesday,11.816666666666666,0.19694444444444445
2019-06-12 23:31:00-06:00,0 days 00:11:46,Life in Pieces: Season 2: Episode 8,0:07:59,CA (Canada),Life in Pieces, Season 2, Episode 8,2019,6,2,12,23,2019-06-12,June,Wednesday,11.766666666666667,0.19611111111111112
2019-06-12 23:29:00-06:00,0 days 00:01:32,Life in Pieces: Season 2: Episode 7,0:20:29,CA (Canada),Life in Pieces, Season 2, Episode 7,2019,6,2,12,23,2019-06-12,June,Wednesday,1.5333333333333334,0.025555555555555557
2019-06-12 22:51:00-06:00,0 days 00:12:41,Life in Pieces: Season 2: Episode 7,0:18:57,CA (Canada),Life in Pieces, Season 2, Episode 7,2019,6,2,12,22,2019-06-12,June,Wednesday,12.683333333333334,0.21138888888888888
2019-06-12 22:33:00-06:00,0 days 00:18:12,Life in Pieces: Season 2: Episode 6,0:20:33,CA (Canada),Life in Pieces, Season 2, Episode 6,2019,6,2,12,22,2019-06-12,June,Wednesday,18.2,0.30333333333333334
2019-06-12 22:20:00-06:00,0 days 00:11:51,Life in Pieces: Season 2: Episode 5,0:20:23,CA (Canada),Life in Pieces, Season 2, Episode 5,2019,6,2,12,22,2019-06-12,June,Wednesday,11.85,0.1975
2019-06-10 23:22:00-06:00,0 days 00:05:04,Life in Pieces: Season 2: Episode 5,0:05:10,CA (Canada),Life in Pieces, Season 2, Episode 5,2019,6,0,10,23,2019-06-10,June,Monday,5.066666666666666,0.08444444444444445
2019-06-10 23:01:00-06:00,0 days 00:20:49,Life in Pieces: Season 2: Episode 4,0:20:49,CA (Canada),Life in Pieces, Season 2, Episode 4,2019,6,0,10,23,2019-06-10,June,Monday,20.816666666666666,0.34694444444444444
2019-06-10 22:38:00-06:00,0 days 00:15:33,Life in Pieces: Season 2: Episode 3,0:20:27,CA (Canada),Life in Pieces, Season 2, Episode 3,2019,6,0,10,22,2019-06-10,June,Monday,15.55,0.25916666666666666
2019-06-10 22:23:00-06:00,0 days 00:14:46,Life in Pieces: Season 2: Episode 2,0:20:41,CA (Canada),Life in Pieces, Season 2, Episode 2,2019,6,0,10,22,2019-06-10,June,Monday,14.766666666666667,0.2461111111111111
2019-06-10 21:49:00-06:00,0 days 00:21:12,Life in Pieces: Season 2: Episode 1,0:20:43,CA (Canada),Life in Pieces, Season 2, Episode 1,2019,6,0,10,21,2019-06-10,June,Monday,21.2,0.35333333333333333
2019-06-10 21:47:00-06:00,0 days 00:01:09,Life in Pieces: Season 1: Crytunes Divorce Tablet Ring (Episode 22),0:20:46,CA (Canada),Life in Pieces, Season 1, Crytunes Divorce Tablet Ring (Episode 22),2019,6,0,10,21,2019-06-10,June,Monday,1.15,0.019166666666666665
2019-06-10 05:53:00-06:00,0 days 00:20:46,Life in Pieces: Season 1: Crytunes Divorce Tablet Ring (Episode 22),0:20:52,CA (Canada),Life in Pieces, Season 1, Crytunes Divorce Tablet Ring (Episode 22),2019,6,0,10,5,2019-06-10,June,Monday,20.766666666666666,0.3461111111111111
2019-06-10 05:37:00-06:00,0 days 00:15:54,Life in Pieces: Season 1: Cinderella Fantasy Prom Dougie (Episode 21),0:20:18,CA (Canada),Life in Pieces, Season 1, Cinderella Fantasy Prom Dougie (Episode 21),2019,6,0,10,5,2019-06-10,June,Monday,15.9,0.265
2019-06-10 05:23:00-06:00,0 days 00:12:42,Life in Pieces: Season 1: Prank Assistant Gum Puppy (Episode 20),0:18:45,CA (Canada),Life in Pieces, Season 1, Prank Assistant Gum Puppy (Episode 20),2019,6,0,10,5,2019-06-10,June,Monday,12.7,0.21166666666666667
2019-06-10 05:19:00-06:00,0 days 00:03:27,Life in Pieces: Season 1: Pestilence War Famine Death (Episode 19),0:19:11,CA (Canada),Life in Pieces, Season 1, Pestilence War Famine Death (Episode 19),2019,6,0,10,5,2019-06-10,June,Monday,3.45,0.0575
2019-06-10 00:09:00-06:00,0 days 00:20:57,Life in Pieces: Season 1: Sexting Mall Lemonade Heartbreak (Episode 18),0:20:42,CA (Canada),Life in Pieces, Season 1, Sexting Mall Lemonade Heartbreak (Episode 18),2019,6,0,10,0,2019-06-10,June,Monday,20.95,0.3491666666666667
2019-06-09 23:44:00-06:00,0 days 00:18:14,Life in Pieces: Season 1: Hair Recital Rainbow Mom (Episode 17),0:20:35,CA (Canada),Life in Pieces, Season 1, Hair Recital Rainbow Mom (Episode 17),2019,6,6,9,23,2019-06-09,June,Sunday,18.233333333333334,0.3038888888888889
2019-06-09 23:23:00-06:00,0 days 00:20:42,Life in Pieces: Season 1: Tattoo Valentine Guitar Pregnant (Episode 16),0:20:42,CA (Canada),Life in Pieces, Season 1, Tattoo Valentine Guitar Pregnant (Episode 16),2019,6,6,9,23,2019-06-09,June,Sunday,20.7,0.345
2019-06-09 23:10:00-06:00,0 days 00:05:01,Life in Pieces: Season 1: Soccer GiGi TV Mikey (Episode 15),0:14:31,CA (Canada),Life in Pieces, Season 1, Soccer GiGi TV Mikey (Episode 15),2019,6,6,9,23,2019-06-09,June,Sunday,5.016666666666667,0.08361111111111111
2019-06-09 22:49:00-06:00,0 days 00:18:41,Life in Pieces: Season 1: Will Trash Book Spa (Episode 14),0:18:41,CA (Canada),Life in Pieces, Season 1, Will Trash Book Spa (Episode 14),2019,6,6,9,22,2019-06-09,June,Sunday,18.683333333333334,0.3113888888888889
2019-06-09 06:44:00-06:00,0 days 00:20:23,Life in Pieces: Season 1: Gym Party Garage Lobster (Episode 13),0:20:28,CA (Canada),Life in Pieces, Season 1, Gym Party Garage Lobster (Episode 13),2019,6,6,9,6,2019-06-09,June,Sunday,20.383333333333333,0.3397222222222222
2019-06-09 06:21:00-06:00,0 days 00:21:19,Life in Pieces: Season 1: Bite Flight Wing-Man Bonnie (Episode 12),0:20:49,CA (Canada),Life in Pieces, Season 1, Bite Flight Wing-Man Bonnie (Episode 12),2019,6,6,9,6,2019-06-09,June,Sunday,21.316666666666666,0.3552777777777778
2019-06-09 00:06:00-06:00,0 days 00:19:55,Life in Pieces: Season 1: College Stealing Santa Caroling (Episode 11),0:20:44,CA (Canada),Life in Pieces, Season 1, College Stealing Santa Caroling (Episode 11),2019,6,6,9,0,2019-06-09,June,Sunday,19.916666666666668,0.33194444444444443
2019-06-08 23:51:00-06:00,0 days 00:13:40,Life in Pieces: Season 1: Burn Vasectomy Milkshake Pong (Episode 10),0:18:26,CA (Canada),Life in Pieces, Season 1, Burn Vasectomy Milkshake Pong (Episode 10),2019,6,5,8,23,2019-06-08,June,Saturday,13.666666666666666,0.22777777777777777
2019-06-08 23:10:00-06:00,0 days 00:20:33,Life in Pieces: Season 1: Hospital Boudoir Time-Out Namaste (Episode 9),0:20:18,CA (Canada),Life in Pieces, Season 1, Hospital Boudoir Time-Out Namaste (Episode 9),2019,6,5,8,23,2019-06-08,June,Saturday,20.55,0.3425
2019-06-08 22:49:00-06:00,0 days 00:20:46,Life in Pieces: Season 1: Godparent Turkey Corn Farts (Episode 8),0:20:46,CA (Canada),Life in Pieces, Season 1, Godparent Turkey Corn Farts (Episode 8),2019,6,5,8,22,2019-06-08,June,Saturday,20.766666666666666,0.3461111111111111
2019-06-08 22:25:00-06:00,0 days 00:14:53,Life in Pieces: Season 1: Nanny Tent Earrings Cheeto (Episode 7),0:18:40,CA (Canada),Life in Pieces, Season 1, Nanny Tent Earrings Cheeto (Episode 7),2019,6,5,8,22,2019-06-08,June,Saturday,14.883333333333333,0.24805555555555556
2019-06-08 00:56:00-06:00,0 days 00:05:53,Life in Pieces: Season 1: Nanny Tent Earrings Cheeto (Episode 7),0:05:58,CA (Canada),Life in Pieces, Season 1, Nanny Tent Earrings Cheeto (Episode 7),2019,6,5,8,0,2019-06-08,June,Saturday,5.883333333333334,0.09805555555555556
2019-06-08 00:36:00-06:00,0 days 00:18:52,Life in Pieces: Season 1: Ponzi Sex Paris Bounce (Episode 6),0:20:44,CA (Canada),Life in Pieces, Season 1, Ponzi Sex Paris Bounce (Episode 6),2019,6,5,8,0,2019-06-08,June,Saturday,18.866666666666667,0.31444444444444447
2019-06-08 00:16:00-06:00,0 days 00:20:37,Life in Pieces: Season 1: Babe Secret Phone Germs (Episode 5),0:20:43,CA (Canada),Life in Pieces, Season 1, Babe Secret Phone Germs (Episode 5),2019,6,5,8,0,2019-06-08,June,Saturday,20.616666666666667,0.3436111111111111
2019-06-07 23:45:00-06:00,0 days 00:06:54,Life in Pieces: Season 1: Prison Baby Picking Golf (Episode 4),0:20:54,CA (Canada),Life in Pieces, Season 1, Prison Baby Picking Golf (Episode 4),2019,6,4,7,23,2019-06-07,June,Friday,6.9,0.115
2019-06-06 00:03:00-06:00,0 days 00:14:58,Life in Pieces: Season 1: Prison Baby Picking Golf (Episode 4),0:15:04,CA (Canada),Life in Pieces, Season 1, Prison Baby Picking Golf (Episode 4),2019,6,3,6,0,2019-06-06,June,Thursday,14.966666666666667,0.24944444444444444
2019-06-05 23:58:00-06:00,0 days 00:05:04,Life in Pieces: Season 1: Sleepy Email Brunch Tree (Episode 3),0:21:02,CA (Canada),Life in Pieces, Season 1, Sleepy Email Brunch Tree (Episode 3),2019,6,2,5,23,2019-06-05,June,Wednesday,5.066666666666666,0.08444444444444445
2019-06-04 22:57:00-06:00,0 days 00:15:52,Life in Pieces: Season 1: Sleepy Email Brunch Tree (Episode 3),0:15:58,CA (Canada),Life in Pieces, Season 1, Sleepy Email Brunch Tree (Episode 3),2019,6,1,4,22,2019-06-04,June,Tuesday,15.866666666666667,0.2644444444444444
2019-06-04 22:27:00-06:00,0 days 00:21:23,Life in Pieces: Season 1: Interruptus Date Breast Movin' (Episode 2),0:21:32,CA (Canada),Life in Pieces, Season 1, Interruptus Date Breast Movin' (Episode 2),2019,6,1,4,22,2019-06-04,June,Tuesday,21.383333333333333,0.35638888888888887
2019-06-04 21:52:00-06:00,0 days 00:21:11,Life in Pieces: Season 1: Pilot (Episode 1),0:21:11,CA (Canada),Life in Pieces, Season 1, Pilot (Episode 1),2019,6,1,4,21,2019-06-04,June,Tuesday,21.183333333333334,0.35305555555555557
